rank	id	token	freq	freq_pct	cum_freq_pct
724	2471	采	134	0.015399	95.239726
725	1041	修	133	0.015284	95.255010
726	1557	志	133	0.015284	95.270294
727	1649	择	133	0.015284	95.285577
728	1963	狗	133	0.015284	95.300861
729	2509	限	133	0.015284	95.316145
730	1541	彩	132	0.015169	95.331314
731	2409	轮	132	0.015169	95.346483
732	2438	适	132	0.015169	95.361652
733	1728	施	131	0.015054	95.376706
734	2384	赶	131	0.015054	95.391760
735	1052	停	130	0.014939	95.406699
736	1120	列	129	0.014824	95.421523
737	1516	序	129	0.014824	95.436347
738	1647	拜	129	0.014824	95.451171
739	2066	福	129	0.014824	95.465995
740	944	严	128	0.014709	95.480704
741	1650	括	128	0.014709	95.495414
742	1814	核	128	0.014709	95.510123
743	2358	责	128	0.014709	95.524832
744	2502	阿	128	0.014709	95.539541
745	2530	青	128	0.014709	95.554251
746	1178	即	127	0.014594	95.568845
747	1333	围	127	0.014594	95.583439
748	2513	险	127	0.014594	95.598034
749	1452	密	126	0.014479	95.612513
750	1637	担	126	0.014479	95.626992
751	1755	景	126	0.014479	95.641472
752	2186	聊	126	0.014479	95.655951
753	377	in	124	0.014250	95.670201
754	952	举	124	0.014250	95.684450
755	1745	昨	124	0.014250	95.698700
756	2075	称	124	0.014250	95.712949
757	1276	售	123	0.014135	95.727084
758	1378	夜	123	0.014135	95.741219
759	1477	居	123	0.014135	95.755353
760	1014	伟	122	0.014020	95.769373
761	1330	园	122	0.014020	95.783393
762	2025	盘	122	0.014020	95.797413
763	2074	积	122	0.014020	95.811432
764	2589	鸡	122	0.014020	95.825452
765	2232	苦	121	0.013905	95.839357
766	1083	兴	120	0.013790	95.853147
767	1367	境	120	0.013790	95.866937
768	1646	招	120	0.013790	95.880727
769	2047	石	120	0.013790	95.894516
770	1394	套	119	0.013675	95.908191
771	1596	懂	119	0.013675	95.921866
772	1844	止	119	0.013675	95.935541
773	1825	检	118	0.013560	95.949101
774	2004	疑	118	0.013560	95.962662
775	2080	稳	118	0.013560	95.976222
776	2116	箱	118	0.013560	95.989782
777	2187	职	118	0.013560	96.003342
778	1880	波	117	0.013445	96.016787
779	2160	维	117	0.013445	96.030232
780	1209	史	116	0.013330	96.043562
781	1418	婚	116	0.013330	96.056893
782	1559	忙	115	0.013215	96.070108
783	1592	愿	115	0.013215	96.083323
784	1008	休	114	0.013100	96.096424
785	1147	势	114	0.013100	96.109524
786	1472	尽	114	0.013100	96.122624
787	1572	急	114	0.013100	96.135725
788	1756	智	114	0.013100	96.148825
789	1800	林	114	0.013100	96.161926
790	2198	育	114	0.013100	96.175026
791	2239	草	114	0.013100	96.188126
792	2541	顺	114	0.013100	96.201227
793	2591	麻	114	0.013100	96.214327
794	1067	充	113	0.012985	96.227313
795	2280	补	113	0.012985	96.240298
796	2436	退	113	0.012985	96.253284
797	2484	铁	113	0.012985	96.266269
798	2507	陈	113	0.012985	96.279255
799	333	hello	112	0.012871	96.292125
800	1943	熟	112	0.012871	96.304996
801	2021	益	112	0.012871	96.317866
802	2271	蛋	112	0.012871	96.330737
803	2397	跳	112	0.012871	96.343608
804	2523	雪	112	0.012871	96.356478
805	1561	念	111	0.012756	96.369234
806	1858	毕	111	0.012756	96.381989
807	2168	罪	111	0.012756	96.394745
808	2316	许	111	0.012756	96.407501
809	1617	执	110	0.012641	96.420142
810	2360	货	110	0.012641	96.432782
811	1383	夫	109	0.012526	96.445308
812	2226	艺	109	0.012526	96.457834
813	1843	歌	108	0.012411	96.470245
814	2009	痛	108	0.012411	96.482656
815	1529	弄	107	0.012296	96.494952
816	1786	材	107	0.012296	96.507248
817	2051	破	107	0.012296	96.519544
818	2414	载	107	0.012296	96.531840
819	2522	雨	107	0.012296	96.544136
820	1177	印	106	0.012181	96.556317
821	2154	绝	106	0.012181	96.568498
822	393	is	105	0.012066	96.580564
823	772	that	105	0.012066	96.592630
824	1202	古	105	0.012066	96.604696
825	1551	德	105	0.012066	96.616763
826	1633	抢	104	0.011951	96.628714
827	2108	答	104	0.011951	96.640665
828	2143	练	104	0.011951	96.652616
829	1384	央	103	0.011836	96.664453
830	1427	孙	103	0.011836	96.676289
831	951	丽	102	0.011721	96.688010
832	1126	判	102	0.011721	96.699732
833	1744	春	102	0.011721	96.711453
834	1032	依	101	0.011607	96.723060
835	1331	困	101	0.011607	96.734666
836	1848	武	101	0.011607	96.746273
837	1953	版	101	0.011607	96.757879
838	2341	读	101	0.011607	96.769486
839	999	付	99	0.011377	96.780862
840	1730	旅	99	0.011377	96.792239
841	1869	汤	99	0.011377	96.803616
842	2101	笑	99	0.011377	96.814992
843	1046	借	98	0.011262	96.826254
844	1119	划	98	0.011262	96.837516
845	1763	曾	98	0.011262	96.848778
846	1782	杀	98	0.011262	96.860039
847	2126	素	98	0.011262	96.871301
848	2236	范	98	0.011262	96.882563
849	2560	餐	98	0.011262	96.893825
850	971	争	97	0.011147	96.904971
851	1188	县	97	0.011147	96.916118
852	1558	忘	97	0.011147	96.927265
853	1796	松	97	0.011147	96.938412
854	118	c	96	0.011032	96.949444
855	1621	批	96	0.011032	96.960476
856	1972	玉	96	0.011032	96.971508
857	2121	粉	96	0.011032	96.982540
858	1224	否	95	0.010917	96.993457
859	1498	巴	95	0.010917	97.004374
860	2195	肥	95	0.010917	97.015291
861	2451	遇	95	0.010917	97.026208
862	2260	藏	94	0.010802	97.037010
863	2543	顾	94	0.010802	97.047812
864	1135	剧	93	0.010687	97.058499
865	1731	族	93	0.010687	97.069186
866	1911	湖	93	0.010687	97.079873
867	2078	稍	93	0.010687	97.090561
868	1098	冰	92	0.010572	97.101133
869	1277	唱	92	0.010572	97.111705
870	1528	异	92	0.010572	97.122277
871	2410	软	92	0.010572	97.132850
872	1453	富	91	0.010457	97.143307
873	1907	港	91	0.010457	97.153764
874	531	ok	90	0.010342	97.164107
875	1789	束	90	0.010342	97.174449
876	1960	犯	90	0.010342	97.184792
877	2378	赛	90	0.010342	97.195134
878	2435	追	90	0.010342	97.205476
879	1626	抓	89	0.010228	97.215704
880	1866	汇	89	0.010228	97.225931
881	1989	甚	89	0.010228	97.236159
882	2475	野	89	0.010228	97.246386
883	2539	顶	89	0.010228	97.256614
884	1080	兰	88	0.010113	97.266727
885	1420	嫌	88	0.010113	97.276839
886	1523	庭	88	0.010113	97.286952
887	2531	静	88	0.010113	97.297064
888	1336	圈	87	0.009998	97.307062
889	1676	探	87	0.009998	97.317060
890	1725	斯	87	0.009998	97.327057
891	2045	短	87	0.009998	97.337055
892	2127	索	87	0.009998	97.347053
893	2452	遍	87	0.009998	97.357050
894	2552	额	87	0.009998	97.367048
895	2578	骗	87	0.009998	97.377046
896	1183	厂	86	0.009883	97.386929
897	1515	床	86	0.009883	97.396811
898	1830	楚	86	0.009883	97.406694
899	2166	罗	86	0.009883	97.416577
900	2241	荣	86	0.009883	97.426460
901	977	互	85	0.009768	97.436227
902	1636	抽	85	0.009768	97.445995
903	1772	朝	85	0.009768	97.455763
904	2323	评	85	0.009768	97.465531
905	2419	辣	85	0.009768	97.475299
906	1408	妹	84	0.009653	97.484952
907	2068	秀	84	0.009653	97.494605
908	1464	尔	83	0.009538	97.504143
909	1716	敢	83	0.009538	97.513681
910	2103	符	83	0.009538	97.523219
911	1230	吸	82	0.009423	97.532642
912	2536	韩	82	0.009423	97.542065
913	2209	腿	81	0.009308	97.551373
914	2490	镇	81	0.009308	97.560681
915	1071	免	79	0.009078	97.569760
916	1287	喂	79	0.009078	97.578838
917	1432	宁	79	0.009078	97.587916
918	1547	律	79	0.009078	97.596995
919	1793	杨	78	0.008963	97.605958
920	1896	润	78	0.008963	97.614922
921	2076	移	78	0.008963	97.623885
922	2479	针	78	0.008963	97.632848
923	1400	她	77	0.008849	97.641697
924	1479	屋	77	0.008849	97.650546
925	2100	端	77	0.008849	97.659394
926	1667	损	76	0.008734	97.668128
927	2130	累	76	0.008734	97.676861
928	2346	谈	76	0.008734	97.685595
929	2058	碰	75	0.008619	97.694214
930	1167	协	74	0.008504	97.702717
931	1175	卫	74	0.008504	97.711221
932	1805	染	74	0.008504	97.719725
933	2224	良	74	0.008504	97.728229
934	2278	街	74	0.008504	97.736732
935	878	we	73	0.008389	97.745121
936	1084	兵	73	0.008389	97.753510
937	1288	善	73	0.008389	97.761899
938	2015	登	73	0.008389	97.770288
939	2024	盖	73	0.008389	97.778677
940	2052	础	73	0.008389	97.787066
941	2311	训	73	0.008389	97.795454
942	2442	透	73	0.008389	97.803843
943	1017	估	72	0.008274	97.812117
944	1774	木	72	0.008274	97.820391
945	1342	坏	71	0.008159	97.828550
946	1443	审	71	0.008159	97.836709
947	1783	杂	71	0.008159	97.844868
948	1856	毒	71	0.008159	97.853027
949	75	b	70	0.008044	97.861071
950	1050	偏	70	0.008044	97.869115
951	1517	库	70	0.008044	97.877160
952	2266	虾	70	0.008044	97.885204
953	2430	违	70	0.008044	97.893248
954	2516	隐	70	0.008044	97.901292
955	1011	伙	69	0.007929	97.909221
956	1521	府	69	0.007929	97.917150
957	1656	挂	69	0.007929	97.925079
958	2301	触	69	0.007929	97.933009
959	279	for	68	0.007814	97.940823
960	790	this	68	0.007814	97.948637
961	1396	奥	68	0.007814	97.956451
962	1099	冲	67	0.007699	97.964151
963	1412	委	67	0.007699	97.971850
964	2061	礼	67	0.007699	97.979550
965	2111	签	67	0.007699	97.987249
966	2136	纯	67	0.007699	97.994948
967	2472	释	67	0.007699	98.002648
968	2504	附	67	0.007699	98.010347
969	995	仍	66	0.007584	98.017931
970	1172	博	66	0.007584	98.025516
971	1574	怪	66	0.007584	98.033100
972	2146	织	66	0.007584	98.040685
973	2175	翻	66	0.007584	98.048269
974	2328	词	66	0.007584	98.055854
975	1564	怀	65	0.007470	98.063323
976	1652	拼	65	0.007470	98.070793
977	2590	麦	65	0.007470	98.078262
978	980	亚	64	0.007355	98.085617
979	1115	刀	64	0.007355	98.092972
980	1455	察	64	0.007355	98.100326
981	1613	托	64	0.007355	98.107681
982	1803	架	64	0.007355	98.115035
983	1894	涉	64	0.007355	98.122390
984	2079	税	64	0.007355	98.129745
985	2102	笔	64	0.007355	98.137099
986	2321	访	64	0.007355	98.144454
987	2468	酸	64	0.007355	98.151808
988	395	it	63	0.007240	98.159048
989	537	on	63	0.007240	98.166288
990	1411	姓	63	0.007240	98.173528
991	1863	永	63	0.007240	98.180767
992	1935	烟	63	0.007240	98.188007
993	2309	讨	63	0.007240	98.195247
994	2567	馆	63	0.007240	98.202486
995	55	are	62	0.007125	98.209611
996	1717	散	62	0.007125	98.216736
997	1840	欧	62	0.007125	98.223861
998	1949	爷	62	0.007125	98.230985
999	1969	猫	62	0.007125	98.238110
1000	2073	租	62	0.007125	98.245235
1001	2450	逼	62	0.007125	98.252360
1002	1514	庆	61	0.007010	98.259370
1003	2072	秒	61	0.007010	98.266380
1004	2263	虑	61	0.007010	98.273389
1005	1936	烦	60	0.006895	98.280284
1006	1501	帅	59	0.006780	98.287064
1007	1729	旁	59	0.006780	98.293844
1008	1802	枪	59	0.006780	98.300624
1009	1806	柔	59	0.006780	98.307404
1010	1819	桌	59	0.006780	98.314185
1011	1822	档	59	0.006780	98.320965
1012	1925	灵	59	0.006780	98.327745
1013	2272	蛮	59	0.006780	98.334525
1014	2336	误	59	0.006780	98.341305
1015	967	乱	58	0.006665	98.347970
1016	1581	恶	58	0.006665	98.354635
1017	1638	拆	58	0.006665	98.361300
1018	1722	斗	58	0.006665	98.367965
1019	2135	纪	58	0.006665	98.374630
1020	2230	苏	58	0.006665	98.381295
1021	1360	堂	57	0.006550	98.387846
1022	1885	派	57	0.006550	98.394396
1023	2206	脸	57	0.006550	98.400946
1024	2470	醒	57	0.006550	98.407496
1025	200	do	56	0.006435	98.413931
1026	1024	余	56	0.006435	98.420367
1027	1891	浪	56	0.006435	98.426802
1028	1912	湾	56	0.006435	98.433237
1029	1917	漂	56	0.006435	98.439673
1030	2054	硬	56	0.006435	98.446108
1031	2098	章	56	0.006435	98.452543
1032	1131	刷	55	0.006320	98.458864
1033	1229	吴	55	0.006320	98.465184
1034	1249	咖	55	0.006320	98.471504
1035	1587	惯	55	0.006320	98.477825
1036	1673	掌	55	0.006320	98.484145
1037	1867	汉	55	0.006320	98.490465
1038	2185	耿	55	0.006320	98.496786
1039	310	go	54	0.006205	98.502991
1040	942	丢	54	0.006205	98.509197
1041	1494	巧	54	0.006205	98.515402
1042	1828	棒	54	0.006205	98.521608
1043	2162	缓	54	0.006205	98.527813
1044	2456	避	53	0.006091	98.533904
1045	2493	闪	53	0.006091	98.539994
1046	1984	瓜	52	0.005976	98.545970
1047	2164	缺	52	0.005976	98.551945
1048	2412	轴	52	0.005976	98.557921
1049	2506	陆	52	0.005976	98.563897
1050	299	g	51	0.005861	98.569757
1051	1136	剩	51	0.005861	98.575618
1052	1145	努	51	0.005861	98.581479
1053	1247	咋	51	0.005861	98.587339
1054	2585	鲁	51	0.005861	98.593200
1055	715	so	50	0.005746	98.598946
1056	1181	卷	50	0.005746	98.604692
1057	1271	哭	50	0.005746	98.610438
1058	2306	订	50	0.005746	98.616183
1059	2359	账	50	0.005746	98.621929
1060	497	my	49	0.005631	98.627560
1061	908	x	49	0.005631	98.633191
1062	1274	唉	49	0.005631	98.638822
1063	1341	均	49	0.005631	98.644453
1064	1344	坑	49	0.005631	98.650084
1065	1351	坦	49	0.005631	98.655714
1066	1795	杯	49	0.005631	98.661345
1067	83	be	48	0.005516	98.666861
1068	1073	党	48	0.005516	98.672377
1069	1118	刑	48	0.005516	98.677893
1070	1536	归	48	0.005516	98.683409
1071	1684	插	48	0.005516	98.688925
1072	1688	搜	48	0.005516	98.694441
1073	1955	牙	48	0.005516	98.699957
1074	2002	略	48	0.005516	98.705473
1075	800	time	47	0.005401	98.710874
1076	948	串	47	0.005401	98.716275
1077	1055	偷	47	0.005401	98.721676
1078	1451	宾	47	0.005401	98.727077
1079	1417	婆	46	0.005286	98.732363
1080	1996	申	46	0.005286	98.737649
1081	2443	逐	46	0.005286	98.742936
1082	2518	雄	46	0.005286	98.748222
1083	1295	喷	45	0.005171	98.753393
1084	1361	堆	45	0.005171	98.758564
1085	1759	曲	45	0.005171	98.763735
1086	1778	朱	45	0.005171	98.768907
1087	1967	猜	45	0.005171	98.774078
1088	2137	纳	45	0.005171	98.779249
1089	2161	综	45	0.005171	98.784420
1090	885	what	44	0.005056	98.789476
1091	1091	冒	44	0.005056	98.794533
1092	1890	浙	44	0.005056	98.799589
1093	2163	缩	44	0.005056	98.804645
1094	2331	询	44	0.005056	98.809702
1095	2433	述	44	0.005056	98.814758
1096	2514	陪	44	0.005056	98.819814
1097	1059	傻	43	0.004941	98.824756
1098	1146	劳	43	0.004941	98.829697
1099	1471	尼	43	0.004941	98.834638
1100	1576	恐	43	0.004941	98.839580
1101	2365	贴	43	0.004941	98.844521
1102	2383	赵	43	0.004941	98.849463
1103	1035	促	42	0.004826	98.854289
1104	1312	嘴	42	0.004826	98.859115
1105	1928	炒	42	0.004826	98.863942
1106	2140	纸	42	0.004826	98.868768
1107	2588	鸟	42	0.004826	98.873595
1108	174	d	41	0.004712	98.878306
1109	435	like	41	0.004712	98.883018
1110	1253	咬	41	0.004712	98.887730
1111	2069	秋	41	0.004712	98.892441
1112	2544	顿	41	0.004712	98.897153
1113	329	have	40	0.004597	98.901749
1114	782	they	40	0.004597	98.906346
1115	1310	嘞	40	0.004597	98.910943
1116	1648	拥	40	0.004597	98.915539
1117	1751	晓	40	0.004597	98.920136
1118	1764	替	40	0.004597	98.924732
1119	1942	熊	40	0.004597	98.929329
1120	2093	窝	40	0.004597	98.933926
1121	2264	虫	40	0.004597	98.938522
1122	2355	豪	40	0.004597	98.943119
1123	396	it's	39	0.004482	98.947601
1124	1025	佛	39	0.004482	98.952082
1125	1445	宣	39	0.004482	98.956564
1126	1548	徐	39	0.004482	98.961046
1127	1951	爽	39	0.004482	98.965528
1128	1982	瑞	39	0.004482	98.970009
1129	1108	凡	38	0.004367	98.974376
1130	1615	扣	38	0.004367	98.978743
1131	1630	抗	38	0.004367	98.983110
1132	1682	描	38	0.004367	98.987476
1133	2376	赔	38	0.004367	98.991843
1134	1148	勇	37	0.004252	98.996095
1135	1365	塔	37	0.004252	99.000347
1136	1366	填	37	0.004252	99.004599
1137	2261	虎	37	0.004252	99.008851
1138	2432	迪	37	0.004252	99.013103
1139	2434	迷	37	0.004252	99.017355
1140	1066	兄	36	0.004137	99.021492
1141	1239	呗	36	0.004137	99.025629
1142	1450	宽	36	0.004137	99.029766
1143	1915	滚	36	0.004137	99.033902
1144	2152	绕	36	0.004137	99.038039
1145	2391	跌	36	0.004137	99.042176
1146	2538	页	36	0.004137	99.046313
1147	2595	默	36	0.004137	99.050450
1148	407	k	35	0.004022	99.054472
1149	1110	凯	35	0.004022	99.058494
1150	1263	哒	35	0.004022	99.062517
1151	1422	嫩	35	0.004022	99.066539
1152	1534	弱	35	0.004022	99.070561
1153	1823	桥	35	0.004022	99.074583
1154	1988	甘	35	0.004022	99.078605
1155	2006	疼	35	0.004022	99.082627
1156	2013	癌	35	0.004022	99.086649
1157	2090	窗	35	0.004022	99.090671
1158	2367	贷	35	0.004022	99.094693
1159	2478	鉴	35	0.004022	99.098715
1160	60	as	34	0.003907	99.102622
1161	121	can	34	0.003907	99.106529
1162	540	one	34	0.003907	99.110436
1163	1226	吨	34	0.003907	99.114344
1164	1924	灭	34	0.003907	99.118251
1165	2202	胖	34	0.003907	99.122158
1166	2575	骂	34	0.003907	99.126065
1167	115	but	33	0.003792	99.129857
1168	1056	偿	33	0.003792	99.133649
1169	1231	吹	33	0.003792	99.137442
1170	1644	拔	33	0.003792	99.141234
1171	1713	敏	33	0.003792	99.145026
1172	2201	胎	33	0.003792	99.148818
1173	2231	若	33	0.003792	99.152611
1174	2325	诈	33	0.003792	99.156403
1175	2395	跨	33	0.003792	99.160195
1176	1404	妙	32	0.003677	99.163872
1177	1696	撤	32	0.003677	99.167550
1178	1762	曼	32	0.003677	99.171227
1179	2082	穷	32	0.003677	99.174904
1180	851	v	31	0.003562	99.178467
1181	1244	呵	31	0.003562	99.182029
1182	1414	娘	31	0.003562	99.185591
1183	1466	尚	31	0.003562	99.189154
1184	1694	摸	31	0.003562	99.192716
1185	1790	杠	31	0.003562	99.196279
1186	2141	纽	31	0.003562	99.199841
1187	2181	耐	31	0.003562	99.203403
1188	2375	赏	31	0.003562	99.206966
1189	2469	酿	31	0.003562	99.210528
1190	859	very	30	0.003447	99.213976
1191	912	yeah	30	0.003447	99.217423
1192	1036	俊	30	0.003447	99.220871
1193	1054	偶	30	0.003447	99.224318
1194	1273	哼	30	0.003447	99.227766
1195	1461	尊	30	0.003447	99.231213
1196	1666	捞	30	0.003447	99.234660
1197	1926	灾	30	0.003447	99.238108
1198	2150	绑	30	0.003447	99.241555
1199	2167	罚	30	0.003447	99.245003
1200	2184	耶	30	0.003447	99.248450
1201	2258	薄	30	0.003447	99.251898
1202	2467	酷	30	0.003447	99.255345
1203	518	no	29	0.003333	99.258678
1204	666	s	29	0.003333	99.262010
1205	1290	喊	29	0.003333	99.265343
1206	1719	敲	29	0.003333	99.268676
1207	1900	淘	29	0.003333	99.272008
1208	32	all	28	0.003218	99.275226
1209	204	don't	28	0.003218	99.278443
1210	520	not	28	0.003218	99.281661
1211	1037	俗	28	0.003218	99.284879
1212	1693	摘	28	0.003218	99.288096
1213	1946	爬	28	0.003218	99.291314
1214	1962	狂	28	0.003218	99.294532
1215	2056	碎	28	0.003218	99.297749
1216	417	know	27	0.003103	99.300852
1217	1174	卧	27	0.003103	99.303955
1218	1393	奔	27	0.003103	99.307057
1219	1457	寸	27	0.003103	99.310160
1220	1467	尬	27	0.003103	99.313263
1221	1642	拐	27	0.003103	99.316366
1222	1757	暂	27	0.003103	99.319468
1223	1836	横	27	0.003103	99.322571
1224	2110	筹	27	0.003103	99.325674
1225	2333	详	27	0.003103	99.328777
1226	2340	诺	27	0.003103	99.331879
1227	2454	遭	27	0.003103	99.334982
1228	117	by	26	0.002988	99.337970
1229	336	here	26	0.002988	99.340958
1230	367	if	26	0.002988	99.343945
1231	623	q	26	0.002988	99.346933
1232	829	two	26	0.002988	99.349921
1233	1473	尿	26	0.002988	99.352909
1234	1562	忽	26	0.002988	99.355897
1235	1578	恩	26	0.002988	99.358884
1236	1704	擦	26	0.002988	99.361872
1237	1761	曹	26	0.002988	99.364860
1238	1837	欠	26	0.002988	99.367848
1239	1852	残	26	0.002988	99.370836
1240	2139	纷	26	0.002988	99.373824
1241	2246	萄	26	0.002988	99.376811
1242	2250	葡	26	0.002988	99.379799
1243	2481	钓	26	0.002988	99.382787
1244	62	at	25	0.002873	99.385660
1245	473	me	25	0.002873	99.388533
1246	773	that's	25	0.002873	99.391406
1247	873	was	25	0.002873	99.394279
1248	935	丑	25	0.002873	99.397151
1249	970	予	25	0.002873	99.400024
1250	1469	尺	25	0.002873	99.402897
1251	1475	屁	25	0.002873	99.405770
1252	1659	挖	25	0.002873	99.408643
1253	1873	沟	25	0.002873	99.411516
1254	2190	聪	25	0.002873	99.414389
1255	2406	躺	25	0.002873	99.417262
1256	910	y	24	0.002758	99.420020
1257	997	仓	24	0.002758	99.422778
1258	1047	债	24	0.002758	99.425536
1259	2099	童	24	0.002758	99.428294
1260	2159	绳	24	0.002758	99.431052
1261	2370	贼	24	0.002758	99.433810
1262	2445	逛	24	0.002758	99.436568
1263	2519	雅	24	0.002758	99.439326
1264	571	p	23	0.002643	99.441969
1265	609	pro	23	0.002643	99.444612
1266	775	their	23	0.002643	99.447255
1267	844	up	23	0.002643	99.449898
1268	1389	夺	23	0.002643	99.452541
1269	1424	孔	23	0.002643	99.455184
1270	1580	恰	23	0.002643	99.457827
1271	1794	杭	23	0.002643	99.460470
1272	2038	督	23	0.002643	99.463113
1273	2122	粗	23	0.002643	99.465756
1274	2583	魂	23	0.002643	99.468399
1275	10	about	22	0.002528	99.470927
1276	567	out	22	0.002528	99.473456
1277	898	with	22	0.002528	99.475984
1278	1353	垃	22	0.002528	99.478512
1279	1363	堵	22	0.002528	99.481040
1280	1918	漏	22	0.002528	99.483568
1281	2377	赖	22	0.002528	99.486096
1282	2420	辩	22	0.002528	99.488624
1283	330	he	21	0.002413	99.491038
1284	406	just	21	0.002413	99.493451
1285	921	your	21	0.002413	99.495864
1286	1151	勤	21	0.002413	99.498277
1287	1321	囊	21	0.002413	99.500691
1288	2248	萨	21	0.002413	99.503104
1289	254	f	20	0.002298	99.505402
1290	313	good	20	0.002298	99.507701
1291	1297	喽	20	0.002298	99.509999
1292	1413	娃	20	0.002298	99.512297
1293	1582	悔	20	0.002298	99.514595
1294	1584	悬	20	0.002298	99.516894
1295	1620	扰	20	0.002298	99.519192
1296	1629	抖	20	0.002298	99.521490
1297	1938	烹	20	0.002298	99.523789
1298	2371	贾	20	0.002298	99.526087
1299	42	an	19	0.002183	99.528270
1300	293	from	19	0.002183	99.530454
1301	355	i'm	19	0.002183	99.532637
1302	458	m	19	0.002183	99.534821
1303	498	n	19	0.002183	99.537004
1304	927	丁	19	0.002183	99.539187
1305	1158	匹	19	0.002183	99.541371
1306	1284	啪	19	0.002183	99.543554
1307	1349	坡	19	0.002183	99.545738
1308	1388	夸	19	0.002183	99.547921
1309	1489	崩	19	0.002183	99.550104
1310	1826	棉	19	0.002183	99.552288
1311	1895	涛	19	0.002183	99.554471
1312	1966	猛	19	0.002183	99.556655
1313	2327	诊	19	0.002183	99.558838
1314	2386	趁	19	0.002183	99.561021
1315	2417	辉	19	0.002183	99.563205
1316	2439	逆	19	0.002183	99.565388
1317	2557	飘	19	0.002183	99.567572
1318	2565	饿	19	0.002183	99.569755
1319	968	乳	18	0.002068	99.571824
1320	1965	狼	18	0.002068	99.573892
1321	1970	猴	18	0.002068	99.575961
1322	2347	谋	18	0.002068	99.578029
1323	2398	踏	18	0.002068	99.580097
1324	2457	邓	18	0.002068	99.582166
1325	2579	骚	18	0.002068	99.584234
1326	201	does	17	0.001954	99.586188
1327	307	get	17	0.001954	99.588142
1328	751	t	17	0.001954	99.590095
1329	1291	喘	17	0.001954	99.592049
1330	1298	嗓	17	0.001954	99.594002
1331	1442	宠	17	0.001954	99.595956
1332	1554	忍	17	0.001954	99.597909
1333	1695	撒	17	0.001954	99.599863
1334	1750	晒	17	0.001954	99.601817
1335	1752	晕	17	0.001954	99.603770
1336	1829	森	17	0.001954	99.605724
1337	1904	渠	17	0.001954	99.607677
1338	1905	渣	17	0.001954	99.609631
1339	1933	烂	17	0.001954	99.611584
1340	2043	矛	17	0.001954	99.613538
1341	2046	矮	17	0.001954	99.615492
1342	2318	讼	17	0.001954	99.617445
1343	2582	鬼	17	0.001954	99.619399
1344	52	app	16	0.001839	99.621237
1345	549	or	16	0.001839	99.623076
1346	563	our	16	0.001839	99.624915
1347	679	see	16	0.001839	99.626753
1348	776	them	16	0.001839	99.628592
1349	975	亏	16	0.001839	99.630431
1350	1072	兔	16	0.001839	99.632269
1351	1631	抛	16	0.001839	99.634108
1352	1692	摔	16	0.001839	99.635947
1353	1770	朗	16	0.001839	99.637785
1354	1931	炮	16	0.001839	99.639624
1355	2214	臭	16	0.001839	99.641463
1356	2380	赣	16	0.001839	99.643301
1357	492	more	15	0.001724	99.645025
1358	580	people	15	0.001724	99.646749
1359	658	right	15	0.001724	99.648472
1360	787	think	15	0.001724	99.650196
1361	1058	催	15	0.001724	99.651920
1362	1097	冯	15	0.001724	99.653644
1363	1182	卸	15	0.001724	99.655367
1364	1597	懒	15	0.001724	99.657091
1365	1618	扭	15	0.001724	99.658815
1366	1691	摇	15	0.001724	99.660539
1367	2129	紫	15	0.001724	99.662262
1368	2521	雕	15	0.001724	99.663986
1369	176	day	14	0.001609	99.665595
1370	443	lo	14	0.001609	99.667204
1371	1168	卓	14	0.001609	99.668813
1372	1434	宅	14	0.001609	99.670421
1373	1454	寝	14	0.001609	99.672030
1374	1739	昌	14	0.001609	99.673639
1375	1788	杜	14	0.001609	99.675248
1376	2039	瞎	14	0.001609	99.676857
1377	2049	砍	14	0.001609	99.678465
1378	2199	胆	14	0.001609	99.680074
1379	2240	荒	14	0.001609	99.681683
1380	2270	蛇	14	0.001609	99.683292
1381	2369	贺	14	0.001609	99.684901
1382	2405	躲	14	0.001609	99.686510
1383	2462	郭	14	0.001609	99.688118
1384	2596	鼻	14	0.001609	99.689727
1385	89	because	13	0.001494	99.691221
1386	349	how	13	0.001494	99.692715
1387	441	little	13	0.001494	99.694209
1388	777	then	13	0.001494	99.695703
1389	781	these	13	0.001494	99.697197
1390	831	u	13	0.001494	99.698691
1391	881	well	13	0.001494	99.700185
1392	887	when	13	0.001494	99.701678
1393	894	will	13	0.001494	99.703172
1394	904	world	13	0.001494	99.704666
1395	1033	侠	13	0.001494	99.706160
1396	1348	坠	13	0.001494	99.707654
1397	1357	埋	13	0.001494	99.709148
1398	1612	扔	13	0.001494	99.710642
1399	1619	扯	13	0.001494	99.712136
1400	1897	涮	13	0.001494	99.713630
1401	1944	熬	13	0.001494	99.715124
1402	2020	盆	13	0.001494	99.716618
1403	2138	纵	13	0.001494	99.718111
1404	2389	趟	13	0.001494	99.719605
1405	2399	踢	13	0.001494	99.721099
1406	2529	霸	13	0.001494	99.722593
1407	77	back	12	0.001379	99.723972
1408	311	going	12	0.001379	99.725351
1409	325	had	12	0.001379	99.726730
1410	328	has	12	0.001379	99.728109
1411	523	number	12	0.001379	99.729488
1412	638	really	12	0.001379	99.730867
1413	673	say	12	0.001379	99.732246
1414	847	us	12	0.001379	99.733625
1415	905	would	12	0.001379	99.735004
1416	916	yes	12	0.001379	99.736383
1417	1152	勺	12	0.001379	99.737762
1418	1266	哟	12	0.001379	99.739141
